===2023-06-19 20:08:10===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,11,17,28,45,72,116,186,298,477,18,29,46,74,119,191,306,53,85,136,217,59,95,152,73,118,120,
client_nums=[10,7,4,3,2,1,]
len_dataset=[2103,1314,821,513,320,200,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.2284 | Train Acc: 0.3333
 Site-Clipart                       | Train Loss: 2.2971 | Train Acc: 0.0909
 Site-Clipart                       | Train Loss: 2.2266 | Train Acc: 0.2353
 Site-Clipart                       | Train Loss: 2.2956 | Train Acc: 0.0714
 Site-Clipart                       | Train Loss: 2.2543 | Train Acc: 0.1333
 Site-Clipart                       | Train Loss: 2.2667 | Train Acc: 0.1667
 Site-Clipart                       | Train Loss: 2.2776 | Train Acc: 0.1207
 Site-Clipart                       | Train Loss: 2.2765 | Train Acc: 0.1290
 Site-Clipart                       | Train Loss: 2.2811 | Train Acc: 0.1208
 Site-Clipart                       | Train Loss: 2.2690 | Train Acc: 0.1530
 Site-Real                          | Train Loss: 2.3290 | Train Acc: 0.0556
 Site-Real                          | Train Loss: 2.2443 | Train Acc: 0.2069
 Site-Real                          | Train Loss: 2.2568 | Train Acc: 0.2609
 Site-Real                          | Train Loss: 2.2730 | Train Acc: 0.1216
 Site-Real                          | Train Loss: 2.2769 | Train Acc: 0.1765
 Site-Real                          | Train Loss: 2.2571 | Train Acc: 0.2094
 Site-Real                          | Train Loss: 2.2661 | Train Acc: 0.1863
 Site-Painting                      | Train Loss: 2.2517 | Train Acc: 0.1887
 Site-Painting                      | Train Loss: 2.2608 | Train Acc: 0.2118
 Site-Painting                      | Train Loss: 2.2425 | Train Acc: 0.1912
 Site-Painting                      | Train Loss: 2.2774 | Train Acc: 0.1797
 Site-Sketch                        | Train Loss: 2.2829 | Train Acc: 0.0847
 Site-Sketch                        | Train Loss: 2.2878 | Train Acc: 0.1368
 Site-Sketch                        | Train Loss: 2.2784 | Train Acc: 0.1316
 Site-QuickDraw                     | Train Loss: 2.2680 | Train Acc: 0.1233
 Site-QuickDraw                     | Train Loss: 2.3137 | Train Acc: 0.1017
 Site-Infograph                     | Train Loss: 2.2924 | Train Acc: 0.1083
Average Train Accuracy: 0.1566
 Site-Clipart                       | Val  Loss: 2.2382 | Val  Acc: 0.2500
 Site-Clipart                       | Val  Loss: 2.2492 | Val  Acc: 0.2857
 Site-Clipart                       | Val  Loss: 2.3036 | Val  Acc: 0.2727
 Site-Clipart                       | Val  Loss: 2.2869 | Val  Acc: 0.0556
 Site-Clipart                       | Val  Loss: 2.2807 | Val  Acc: 0.1333
 Site-Clipart                       | Val  Loss: 2.2691 | Val  Acc: 0.1875
 Site-Clipart                       | Val  Loss: 2.2599 | Val  Acc: 0.1299
 Site-Clipart                       | Val  Loss: 2.2680 | Val  Acc: 0.1694
 Site-Clipart                       | Val  Loss: 2.2583 | Val  Acc: 0.1667
 Site-Clipart                       | Val  Loss: 2.2757 | Val  Acc: 0.1415
 Site-Real                          | Val  Loss: 2.2607 | Val  Acc: 0.0000
 Site-Real                          | Val  Loss: 2.2641 | Val  Acc: 0.1579
 Site-Real                          | Val  Loss: 2.2682 | Val  Acc: 0.1935
 Site-Real                          | Val  Loss: 2.2650 | Val  Acc: 0.2449
 Site-Real                          | Val  Loss: 2.2794 | Val  Acc: 0.2278
 Site-Real                          | Val  Loss: 2.2589 | Val  Acc: 0.2283
 Site-Real                          | Val  Loss: 2.2619 | Val  Acc: 0.1863
 Site-Painting                      | Val  Loss: 2.2615 | Val  Acc: 0.1429
 Site-Painting                      | Val  Loss: 2.2732 | Val  Acc: 0.2143
 Site-Painting                      | Val  Loss: 2.2687 | Val  Acc: 0.1778
 Site-Painting                      | Val  Loss: 2.2718 | Val  Acc: 0.1931
 Site-Sketch                        | Val  Loss: 2.2798 | Val  Acc: 0.1026
 Site-Sketch                        | Val  Loss: 2.2870 | Val  Acc: 0.1270
 Site-Sketch                        | Val  Loss: 2.2715 | Val  Acc: 0.1683
 Site-QuickDraw                     | Val  Loss: 2.3365 | Val  Acc: 0.0408
 Site-QuickDraw                     | Val  Loss: 2.3160 | Val  Acc: 0.0641
 Site-Infograph                     | Val  Loss: 2.2717 | Val  Acc: 0.1250
Average Valid Accuracy: 0.1625
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.2500
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.2857
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.2727
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.0556
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1333
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1875
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1299
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1694
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1667
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1415
 Best site-Real                      | Epoch:0 | Val Acc: 0.0000
