===2023-06-27 10:05:28===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[157,472,157,472,157,472,157,472,157,472,157,472,
client_nums=[2,2,2,2,2,2,]
len_dataset=[2103,2103,2103,2103,2103,2103,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.2494 | Train Acc: 0.2102
 Site-Clipart                       | Train Loss: 2.2702 | Train Acc: 0.1504
 Site-Real                          | Train Loss: 2.2789 | Train Acc: 0.1975
 Site-Real                          | Train Loss: 2.2539 | Train Acc: 0.2267
 Site-Painting                      | Train Loss: 2.2600 | Train Acc: 0.1783
 Site-Painting                      | Train Loss: 2.2669 | Train Acc: 0.1695
 Site-Sketch                        | Train Loss: 2.2825 | Train Acc: 0.1274
 Site-Sketch                        | Train Loss: 2.2723 | Train Acc: 0.1822
 Site-QuickDraw                     | Train Loss: 2.3106 | Train Acc: 0.0892
 Site-QuickDraw                     | Train Loss: 2.3038 | Train Acc: 0.1271
 Site-Infograph                     | Train Loss: 2.2902 | Train Acc: 0.1019
 Site-Infograph                     | Train Loss: 2.2895 | Train Acc: 0.1462
Average Train Accuracy: 0.1589
 Site-Clipart                       | Val  Loss: 2.2687 | Val  Acc: 0.1524
 Site-Clipart                       | Val  Loss: 2.2683 | Val  Acc: 0.1651
 Site-Real                          | Val  Loss: 2.2500 | Val  Acc: 0.2000
 Site-Real                          | Val  Loss: 2.2525 | Val  Acc: 0.2413
 Site-Painting                      | Val  Loss: 2.2566 | Val  Acc: 0.2000
 Site-Painting                      | Val  Loss: 2.2712 | Val  Acc: 0.1905
 Site-Sketch                        | Val  Loss: 2.2666 | Val  Acc: 0.1619
 Site-Sketch                        | Val  Loss: 2.2724 | Val  Acc: 0.1683
 Site-QuickDraw                     | Val  Loss: 2.3061 | Val  Acc: 0.1524
 Site-QuickDraw                     | Val  Loss: 2.3028 | Val  Acc: 0.1365
 Site-Infograph                     | Val  Loss: 2.2937 | Val  Acc: 0.0857
 Site-Infograph                     | Val  Loss: 2.2944 | Val  Acc: 0.1270
Average Valid Accuracy: 0.1651
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1524
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.1651
 Best site-Real                      | Epoch:0 | Val Acc: 0.2000
 Best site-Real                      | Epoch:0 | Val Acc: 0.2413
 Best site-Painting                  | Epoch:0 | Val Acc: 0.2000
 Best site-Painting                  | Epoch:0 | Val Acc: 0.1905
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.1619
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.1683
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.1524
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.1365
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.0857
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.1270
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_1/fedmix...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 2.2441 | Train Acc: 0.2229
 Site-Clipart                       | Train Loss: 2.2535 | Train Acc: 0.1907
 Site-Real                          | Train Loss: 2.2552 | Train Acc: 0.2293
 Site-Real                          | Train Loss: 2.2343 | Train Acc: 0.3008
 Site-Painting                      | Train Loss: 2.2346 | Train Acc: 0.2739
 Site-Painting                      | Train Loss: 2.2428 | Train Acc: 0.2648
 Site-Sketch                        | Train Loss: 2.2750 | Train Acc: 0.1783
 Site-Sketch                        | Train Loss: 2.2604 | Train Acc: 0.2203
 Site-QuickDraw                     | Train Loss: 2.3061 | Train Acc: 0.1274
