===2023-04-22 23:50:10===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 16
    iters: 50
    wk_iters: 1
    si: False
    lambda for constrastive: 0.5
data_number=[23,47,71,94,118,50,44,74,148,33,]
label set of clients: [10, 10, 10, 10, 10, 10, 10, 10, 10, 10, ]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST     | Train Loss: 1.8902 | Train Acc: 0.4348
 Site-MNIST     | Train Loss: 1.8390 | Train Acc: 0.4255
 Site-MNIST     | Train Loss: 1.7865 | Train Acc: 0.5634
 Site-MNIST     | Train Loss: 1.8097 | Train Acc: 0.5851
 Site-MNIST     | Train Loss: 1.7116 | Train Acc: 0.6695
 Site-SVHN      | Train Loss: 2.2046 | Train Acc: 0.2400
 Site-USPS      | Train Loss: 1.8068 | Train Acc: 0.5455
 Site-SynthDigits| Train Loss: 2.1115 | Train Acc: 0.3108
 Site-SynthDigits| Train Loss: 2.0809 | Train Acc: 0.3176
 Site-MNIST-M   | Train Loss: 2.2805 | Train Acc: 0.2424
 Site-MNIST     | Val  Loss: 1.7274 | Val  Acc: 0.8000
 Site-MNIST     | Val  Loss: 1.8090 | Val  Acc: 0.6774
 Site-MNIST     | Val  Loss: 1.8738 | Val  Acc: 0.5745
 Site-MNIST     | Val  Loss: 1.8172 | Val  Acc: 0.5873
 Site-MNIST     | Val  Loss: 1.7453 | Val  Acc: 0.5823
 Site-SVHN      | Val  Loss: 2.1837 | Val  Acc: 0.2424
 Site-USPS      | Val  Loss: 1.8329 | Val  Acc: 0.5862
 Site-SynthDigits| Val  Loss: 2.1210 | Val  Acc: 0.2653
 Site-SynthDigits| Val  Loss: 2.0769 | Val  Acc: 0.3061
 Site-MNIST-M   | Val  Loss: 2.2479 | Val  Acc: 0.2273
Average Valid Accuracy: 0.4849
 Best site-MNIST      | Epoch:0 | Val Acc: 0.8000
 Best site-MNIST      | Epoch:0 | Val Acc: 0.6774
 Best site-MNIST      | Epoch:0 | Val Acc: 0.5745
 Best site-MNIST      | Epoch:0 | Val Acc: 0.5873
 Best site-MNIST      | Epoch:0 | Val Acc: 0.5823
 Best site-SVHN       | Epoch:0 | Val Acc: 0.2424
 Best site-USPS       | Epoch:0 | Val Acc: 0.5862
 Best site-SynthDigits | Epoch:0 | Val Acc: 0.2653
 Best site-SynthDigits | Epoch:0 | Val Acc: 0.3061
 Best site-MNIST-M    | Epoch:0 | Val Acc: 0.2273
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-2_1/harmo-fl...
============ Train epoch 1 ============
 Site-MNIST     | Train Loss: 1.4970 | Train Acc: 0.6087
 Site-MNIST     | Train Loss: 1.3753 | Train Acc: 0.7234
 Site-MNIST     | Train Loss: 1.4137 | Train Acc: 0.6901
 Site-MNIST     | Train Loss: 1.4210 | Train Acc: 0.7128
 Site-MNIST     | Train Loss: 1.2830 | Train Acc: 0.8051
 Site-SVHN      | Train Loss: 2.0956 | Train Acc: 0.2800
 Site-USPS      | Train Loss: 1.4401 | Train Acc: 0.6818
 Site-SynthDigits| Train Loss: 1.8679 | Train Acc: 0.4459
 Site-SynthDigits| Train Loss: 1.8443 | Train Acc: 0.4527
